Source (A),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
"For all the expected splash of Robert Mueller’s report, it arrived with more of a thud, thanks to the secrecy surrounding it.",22,99.00,50.00,1.00,94.75,22.00,22.73,77.27,45.45,9.09,0.00,0.00,0.00,0.00,0.00,0.00,9.09,13.64,22.73,0.00,0.00,0.00,0.00,9.09,4.55,4.55,0.00,0.00,9.09,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,4.55,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,4.55,4.55,9.09,4.55,4.55,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18,4.55,9.09,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00
Few saw reason to think it would sway many opinions in a divided republic.,14,97.73,50.00,52.86,25.77,14.00,21.43,78.57,35.71,7.14,0.00,0.00,0.00,0.00,0.00,0.00,7.14,7.14,14.29,7.14,0.00,0.00,0.00,28.57,7.14,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.43,14.29,7.14,7.14,0.00,0.00,0.00,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,14.29,0.00,14.29,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Helen Jones, a 72-year-old retired English professor in Salt Lake City, Utah, who is Republican but despises Trump, knows whatever comes out, her relatives who strongly back the president won’t budge — just as detractors like her won’t be convinced he isn’t a crook.",45,40.14,58.78,29.55,25.77,45.00,24.44,77.78,46.67,13.33,6.67,0.00,0.00,0.00,6.67,0.00,6.67,6.67,8.89,11.11,4.44,4.44,6.67,15.56,2.22,4.44,6.67,2.22,0.00,4.44,2.22,2.22,0.00,2.22,0.00,13.33,2.22,0.00,4.44,2.22,8.89,4.44,0.00,0.00,0.00,0.00,4.44,2.22,0.00,0.00,0.00,2.22,0.00,0.00,0.00,2.22,11.11,2.22,0.00,8.89,0.00,0.00,0.00,11.11,4.44,15.56,2.22,8.89,6.67,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.44,2.22,11.11,0.00,0.00,0.00,0.00,4.44,0.00,6.67,0.00,0.00
She sees no simple end in sight.,7,68.29,50.00,13.15,25.77,7.00,0.00,100.00,42.86,14.29,14.29,0.00,0.00,0.00,14.29,0.00,0.00,0.00,14.29,0.00,0.00,0.00,14.29,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.57,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,28.57,0.00,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"“I think it’s just the beginning,” said Jones, a political junkie who called the moment a historic one like Watergate.",20,93.26,84.14,74.76,25.77,20.00,20.00,85.00,45.00,15.00,5.00,5.00,0.00,0.00,0.00,0.00,10.00,20.00,5.00,5.00,5.00,0.00,0.00,20.00,5.00,5.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,5.00,0.00,0.00,10.00,10.00,0.00,15.00,0.00,0.00,15.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,5.00,10.00,0.00,0.00,0.00,0.00,0.00,10.00,5.00,0.00,0.00
"“I hope it’s a turning point in the Trump presidency.”",10,93.26,15.86,43.37,99.00,10.00,20.00,80.00,50.00,20.00,10.00,10.00,0.00,0.00,0.00,0.00,10.00,20.00,10.00,10.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,10.00,0.00,0.00,0.00,20.00,10.00,20.00,0.00,20.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,10.00,0.00,0.00
"Across ideology, many expressed relief Saturday that the investigation was finally over.",12,93.26,79.76,98.01,99.00,12.00,41.67,91.67,50.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,8.33,8.33,16.67,8.33,8.33,0.00,0.00,8.33,0.00,0.00,0.00,0.00,8.33,8.33,8.33,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,8.33,8.33,0.00,0.00,8.33,0.00,0.00,8.33,0.00,0.00,33.33,0.00,16.67,16.67,8.33,8.33,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"“Now maybe we can move on to better things,” said Bubba Metts, a 61-year-old conservative who is a financial adviser in Lexington, South Carolina.",26,82.82,97.24,83.83,89.84,26.00,19.23,76.92,46.15,11.54,3.85,0.00,3.85,0.00,0.00,0.00,7.69,7.69,11.54,7.69,7.69,0.00,0.00,11.54,3.85,3.85,3.85,3.85,0.00,3.85,3.85,0.00,0.00,0.00,0.00,15.38,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,3.85,0.00,0.00,3.85,0.00,3.85,0.00,0.00,0.00,0.00,0.00,0.00,7.69,3.85,3.85,0.00,3.85,0.00,3.85,15.38,0.00,26.92,3.85,11.54,11.54,7.69,0.00,0.00,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.77,3.85,11.54,0.00,0.00,0.00,0.00,7.69,7.69,0.00,0.00,0.00
"“Twenty million dollars spent — for nothing.”",6,93.26,4.80,1.00,25.77,6.00,50.00,100.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,16.67,16.67,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,0.00,0.00
"Dajah Harris, 21, a college senior at Old Dominion University in Norfolk, Virginia, is a Democrat and no fan of Trump.",21,98.45,31.71,37.24,25.77,21.00,28.57,61.90,38.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.52,14.29,4.76,0.00,4.76,4.76,4.76,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,0.00,4.76,0.00,4.76,0.00,0.00,4.76,0.00,0.00,0.00,4.76,0.00,19.05,0.00,9.52,9.52,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.81,4.76,19.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"But she saw the investigation as a distraction from more important things like homelessness, college debt and welfare programs.",19,93.26,50.00,1.00,97.58,19.00,36.84,100.00,47.37,10.53,5.26,0.00,0.00,0.00,5.26,0.00,5.26,10.53,15.79,0.00,0.00,15.79,0.00,5.26,10.53,15.79,0.00,0.00,5.26,10.53,5.26,0.00,0.00,0.00,0.00,5.26,0.00,0.00,5.26,0.00,10.53,5.26,0.00,0.00,0.00,0.00,5.26,5.26,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,0.00,0.00,10.53,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,21.05,0.00,0.00,10.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,5.26,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"The country should never have elected someone, she said, whose background raises such questions.",14,1.92,98.33,1.06,25.77,14.00,35.71,78.57,57.14,21.43,7.14,0.00,0.00,0.00,7.14,0.00,14.29,7.14,0.00,14.29,14.29,0.00,7.14,21.43,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.57,0.00,0.00,7.14,0.00,28.57,7.14,0.00,7.14,14.29,7.14,0.00,7.14,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,7.14,0.00,14.29,0.00,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.43,7.14,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"“I don’t feel that where the country is right now that this is something we should even be discussing,” she said.",21,1.00,92.33,37.24,25.77,21.00,14.29,100.00,76.19,33.33,14.29,4.76,4.76,0.00,4.76,0.00,19.05,4.76,0.00,23.81,14.29,0.00,4.76,33.33,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.05,0.00,0.00,4.76,0.00,14.29,4.76,0.00,4.76,4.76,0.00,0.00,9.52,0.00,4.76,4.76,0.00,0.00,0.00,0.00,0.00,4.76,4.76,0.00,0.00,0.00,0.00,4.76,28.57,0.00,19.05,0.00,14.29,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.81,4.76,4.76,0.00,0.00,0.00,0.00,0.00,9.52,4.76,0.00,0.00
Mueller worked in virtual silence as a stream of charges have flowed forth against 37 people and companies.,18,98.87,50.00,23.51,25.77,18.00,33.33,72.22,38.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,22.22,5.56,0.00,11.11,0.00,16.67,11.11,5.56,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,0.00,5.56,5.56,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,5.56,0.00,0.00,0.00,11.11,5.56,0.00,11.11,5.56,5.56,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"From the start, with his appointment on May 17, 2017, some have framed his work as a battle of good and evil of biblical proportions.",25,98.05,78.82,1.00,1.00,25.00,12.00,80.00,52.00,8.00,8.00,0.00,0.00,0.00,8.00,0.00,0.00,8.00,24.00,8.00,0.00,8.00,0.00,12.00,8.00,4.00,0.00,8.00,4.00,12.00,4.00,8.00,0.00,4.00,0.00,8.00,0.00,0.00,0.00,8.00,8.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,4.00,4.00,4.00,0.00,0.00,12.00,4.00,8.00,0.00,4.00,4.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,4.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"And on the 675th day, Mueller finished his work, and he rested.",12,62.04,95.20,1.00,25.77,12.00,16.67,75.00,50.00,16.67,16.67,0.00,0.00,0.00,16.67,0.00,0.00,8.33,8.33,0.00,0.00,16.67,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,8.33,0.00,0.00,0.00,8.33,8.33,0.00,16.67,0.00,8.33,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,8.33,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
But nothing immediately changed for those who had watched with bated breath.,12,18.82,20.24,74.76,25.77,12.00,33.33,91.67,66.67,16.67,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,16.67,8.33,8.33,8.33,8.33,25.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,25.00,0.00,8.33,0.00,0.00,8.33,8.33,8.33,8.33,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,16.67,8.33,0.00,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"For Mark Itzen, a 64-year-old social worker from Levittown, Pennsylvania, it was a frustrating reality.",17,99.00,72.17,6.20,1.00,17.00,23.53,64.71,35.29,5.88,0.00,0.00,0.00,0.00,0.00,0.00,5.88,11.76,11.76,5.88,0.00,0.00,0.00,5.88,0.00,0.00,0.00,5.88,0.00,5.88,0.00,5.88,0.00,5.88,0.00,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76,5.88,5.88,5.88,0.00,0.00,5.88,0.00,0.00,11.76,0.00,0.00,11.76,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.29,5.88,17.65,0.00,0.00,0.00,0.00,11.76,0.00,0.00,0.00,0.00
"“The most disturbing thing for me is that we don’t know the details,” the Democrat said.",16,56.25,73.40,7.84,1.00,16.00,18.75,87.50,62.50,25.00,12.50,6.25,6.25,0.00,0.00,0.00,12.50,18.75,6.25,12.50,0.00,0.00,6.25,25.00,6.25,6.25,0.00,0.00,6.25,6.25,0.00,6.25,6.25,0.00,0.00,12.50,0.00,0.00,0.00,0.00,12.50,6.25,0.00,0.00,6.25,0.00,0.00,6.25,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,6.25,6.25,0.00,0.00,0.00,0.00,6.25,18.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.25,6.25,6.25,0.00,0.00,0.00,0.00,0.00,12.50,6.25,0.00,0.00
"“I thought we have the right to know right off the bat after all this anticipation.”",16,97.36,73.40,99.00,25.77,16.00,12.50,93.75,56.25,18.75,12.50,6.25,6.25,0.00,0.00,0.00,6.25,12.50,18.75,6.25,0.00,0.00,0.00,18.75,6.25,6.25,0.00,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,6.25,0.00,0.00,0.00,0.00,18.75,12.50,0.00,0.00,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.25,6.25,0.00,0.00,0.00,0.00,0.00,12.50,6.25,25.00,0.00,18.75,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.75,6.25,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00
"Expectations remained high for some sort of explosive revelation, but what exactly it might be remained anyone’s guess.",18,46.37,50.00,4.97,25.77,18.00,38.89,83.33,44.44,16.67,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,11.11,11.11,0.00,5.56,0.00,16.67,5.56,0.00,5.56,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,50.00,5.56,0.00,5.56,27.78,5.56,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,5.56,0.00,0.00,0.00,11.11,11.11,5.56,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,5.56,5.56,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00
"For liberals who welcomed the investigation with gleeful shouts of “It’s Mueller Time!” and anxiously awaited justice that aligns with their view of Trump as Antichrist, it seemed the endless billows of smoke would surely produce evidence of fire.",39,95.33,77.92,1.00,73.64,19.50,33.33,79.49,43.59,12.82,2.56,0.00,0.00,0.00,0.00,2.56,10.26,5.13,20.51,5.13,0.00,5.13,0.00,7.69,5.13,2.56,2.56,0.00,0.00,7.69,5.13,2.56,2.56,0.00,0.00,7.69,0.00,0.00,0.00,0.00,12.82,5.13,2.56,2.56,2.56,2.56,0.00,7.69,2.56,2.56,2.56,2.56,0.00,0.00,0.00,2.56,5.13,2.56,0.00,2.56,0.00,0.00,2.56,2.56,0.00,2.56,0.00,0.00,2.56,5.13,0.00,0.00,2.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.38,2.56,2.56,0.00,0.00,0.00,2.56,0.00,5.13,2.56,0.00,0.00
"For conservatives who subscribed to the president’s view of the probe as a witch hunt and dismissed it as the misguided tomfoolery of a bitter opposition whose search for retribution is as loopy as its policies, it seemed certain to bring exoneration to Trump and maybe even a roadmap for future victory by him and his party.",57,95.96,85.38,1.00,25.77,57.00,22.81,80.70,56.14,12.28,3.51,0.00,0.00,0.00,3.51,0.00,8.77,10.53,22.81,1.75,3.51,12.28,0.00,5.26,8.77,7.02,3.51,0.00,0.00,7.02,3.51,3.51,0.00,1.75,0.00,10.53,0.00,0.00,1.75,3.51,5.26,1.75,0.00,0.00,3.51,1.75,0.00,5.26,3.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.77,1.75,1.75,7.02,1.75,0.00,1.75,3.51,1.75,5.26,1.75,1.75,1.75,3.51,1.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,1.75,1.75,0.00,0.00,0.00,0.00,0.00,0.00,1.75,0.00,0.00
"Jason Cox, a 51-year-old farmer in Campbellsville, Kentucky, who voted for Trump in 2016 and plans to again next year, saw it the way Trump framed it — as a witch hunt.",33,97.28,72.77,70.57,1.59,33.00,6.06,66.67,39.39,9.09,0.00,0.00,0.00,0.00,0.00,0.00,9.09,9.09,15.15,0.00,3.03,6.06,0.00,6.06,6.06,3.03,3.03,6.06,0.00,3.03,0.00,3.03,0.00,0.00,0.00,6.06,0.00,0.00,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.03,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.03,0.00,3.03,0.00,0.00,0.00,6.06,0.00,3.03,24.24,0.00,9.09,15.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.21,3.03,12.12,0.00,0.00,0.00,0.00,6.06,0.00,0.00,0.00,0.00
"“It didn’t turn out, it seems to me, the way Democrats wanted,” he said.",14,48.63,23.75,89.63,25.77,14.00,7.14,92.86,57.14,28.57,14.29,7.14,0.00,0.00,7.14,0.00,14.29,7.14,14.29,7.14,0.00,0.00,7.14,35.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,7.14,21.43,7.14,0.00,7.14,7.14,0.00,7.14,7.14,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.43,14.29,0.00,21.43,7.14,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,7.14,21.43,0.00,0.00,0.00,0.00,0.00,14.29,7.14,0.00,0.00
"“I think Pelosi and Schumer are going to just keep beating and badgering and looking for something.”",17,27.29,27.83,28.81,25.77,17.00,29.41,82.35,52.94,11.76,5.88,5.88,0.00,0.00,0.00,0.00,5.88,0.00,11.76,5.88,5.88,17.65,0.00,29.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76,5.88,0.00,0.00,5.88,0.00,0.00,5.88,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,0.00,0.00,5.88,0.00,0.00,0.00,17.65,5.88,5.88,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.65,5.88,0.00,0.00,0.00,0.00,0.00,0.00,11.76,0.00,0.00,0.00
"Stanley Twardy, legal adviser to Republicans for the Rule of Law, which worked to protect the Mueller investigation from political interference, said the report won’t bring a quick end to anything.",31,99.00,62.65,2.96,25.77,31.00,29.03,83.87,41.94,6.45,0.00,0.00,0.00,0.00,0.00,0.00,6.45,12.90,19.35,3.23,0.00,0.00,3.23,12.90,3.23,0.00,3.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.45,0.00,0.00,0.00,0.00,3.23,0.00,0.00,0.00,3.23,0.00,0.00,3.23,0.00,3.23,0.00,0.00,0.00,0.00,0.00,0.00,16.13,0.00,3.23,9.68,0.00,3.23,6.45,3.23,3.23,9.68,3.23,0.00,6.45,22.58,0.00,0.00,3.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.13,3.23,9.68,0.00,0.00,0.00,0.00,0.00,0.00,3.23,0.00,0.00
"“It’s not like the report will be issued and everybody says, ‘OK, we’re done now,’” he said.",17,1.15,99.00,1.00,98.87,17.00,5.88,94.12,70.59,23.53,11.76,0.00,5.88,0.00,5.88,0.00,11.76,5.88,5.88,23.53,5.88,5.88,5.88,41.18,0.00,5.88,0.00,0.00,0.00,5.88,5.88,0.00,0.00,0.00,0.00,29.41,0.00,0.00,0.00,5.88,11.76,0.00,0.00,0.00,0.00,5.88,5.88,11.76,0.00,11.76,0.00,0.00,0.00,0.00,0.00,0.00,5.88,5.88,0.00,0.00,0.00,0.00,11.76,29.41,5.88,5.88,0.00,0.00,5.88,5.88,0.00,0.00,0.00,0.00,0.00,5.88,0.00,0.00,5.88,0.00,0.00,58.82,5.88,17.65,0.00,0.00,0.00,0.00,0.00,17.65,17.65,0.00,0.00
"“This is all part of a process.",7,93.26,50.00,1.00,25.77,7.00,14.29,85.71,57.14,14.29,0.00,0.00,0.00,0.00,0.00,0.00,14.29,14.29,14.29,14.29,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.57,14.29,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00
The process will work its way out.,7,93.26,50.00,89.63,25.77,7.00,14.29,85.71,57.14,14.29,0.00,0.00,0.00,0.00,0.00,0.00,14.29,14.29,14.29,14.29,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,14.29,0.00,0.00,0.00,0.00,14.29,14.29,28.57,0.00,28.57,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
This is why our country has stood the test of time.”,11,32.58,96.52,31.94,25.77,11.00,9.09,100.00,63.64,18.18,9.09,0.00,9.09,0.00,0.00,0.00,9.09,9.09,9.09,18.18,9.09,0.00,0.00,27.27,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,9.09,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,9.09,18.18,0.00,18.18,0.00,9.09,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18,9.09,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00
"Shaela and Cindy Buchanan were tackling chores Saturday morning at the Lost Sock Laundromat in Wichita, Kansas, when the topic of Mueller was raised.",24,93.26,50.00,48.89,1.00,24.00,29.17,54.17,37.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,12.50,8.33,4.17,8.33,0.00,12.50,0.00,0.00,4.17,0.00,0.00,4.17,0.00,4.17,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,4.17,0.00,0.00,0.00,12.50,0.00,0.00,20.83,0.00,8.33,12.50,4.17,0.00,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,4.17,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"“Which one is Mueller?” asked Cindy, a 51-year-old manager at a paint company.",15,97.53,90.87,43.37,25.77,7.50,20.00,73.33,33.33,6.67,0.00,0.00,0.00,0.00,0.00,0.00,6.67,13.33,6.67,6.67,0.00,0.00,0.00,13.33,0.00,0.00,6.67,13.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00,6.67,0.00,0.00,6.67,6.67,0.00,20.00,0.00,6.67,13.33,13.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.67,6.67,6.67,0.00,0.00,6.67,0.00,13.33,13.33,0.00,0.00,0.00
